customer_id,frequency_of_online_shopping,shoe_type,primary_footwear_use,shipping_preference,eligible_for_express_shipping,ip_address,first_cart_item_ts,first_purchase_ts,second_purchase_ts
537ba4e5-3ae1-4fba-af16-7fad0b113a80,sometimes,sneakers,casual_wear,free_ground_shipping,0.0,19767877b382f8177dd5c4ad878ddce3eba6eef0b7a6779fa0eebae8cd550525,2021-09-10 02:29:59.005000+00:00,2021-09-10 08:05:59.005000+00:00,2021-09-16 21:29:59.005000+00:00
d783fee7-93c9-4853-a212-268fd8421c05,frequently,sneakers,casual_wear,doesnt_matter,0.0,07a72539b2c63c0eb3ce6cac0add91e7b54077dab6d000603ff4b50b11b18c01,2019-04-03 20:06:51.204000+00:00,2019-04-03 23:54:51.204000+00:00,2019-04-08 04:13:51.204000+00:00
e2ab2e3b-c2e8-45c7-ae41-32ecec74d8cf,frequently,sneakers,casual_wear,free_ground_shipping,0.0,5a83f40d368dd4c20a2c08772397009c9f62d484a3c45c2b7ca92ad2f6e75d97,2023-03-19 19:23:18.703000+00:00,2023-03-20 03:40:18.703000+00:00,2023-03-28 03:06:18.703000+00:00
88929064-0cfd-4225-b53e-8d550772a692,rarely,sneakers,casual_wear,express_overnight,0.0,6d7cc6b6752cfc6c5a12a8ada4c2211d0be2af483f9d298e63aa914079b11a23,2018-08-27 05:58:51.869000+00:00,,
75dfb900-e4aa-4857-bd08-7869286f81d6,frequently,boots,casual_wear,free_ground_shipping,0.0,1ff82e3b972c9b0fa80fdbd028b6e01b733677ae22bd7e4465331bb777d0fe6d,2018-12-18 20:26:06.782000+00:00,2018-12-18 20:33:06.782000+00:00,2019-01-01 02:01:06.782000+00:00
dccd7cad-1213-4bd3-b160-b1ff8caeed8f,rarely,sneakers,casual_wear,free_ground_shipping,1.0,0da1bee02a382d2aec9effb83fea64ba5398a878ac1dba763a3a4db704bd613b,2018-06-11 20:27:03.466000+00:00,,
fb5c4850-5fa3-43cc-be69-c004a6b9c4c2,rarely,sneakers,casual_wear,express_overnight,1.0,3c841c2c4ec3b8a3176e47eb3981468fd346c386ce01b5fb632d2555c6c8d91b,2018-10-03 12:22:57.549000+00:00,2018-10-03 13:10:57.549000+00:00,2018-10-13 03:15:57.549000+00:00
ff8015d9-f1da-47a1-8b70-2e371b8898ad,frequently,sneakers,casual_wear,free_ground_shipping,1.0,7e0993f5cb1ee19fe846237bd2941f3be791a20f6d61952b82512c755d37aadf,2018-10-03 03:44:15.585000+00:00,,
e5234c2e-3690-401f-98bb-5f253dd96d54,sometimes,sneakers,casual_wear,free_ground_shipping,0.0,82304182d269c356414b55e565b74c1db98ebc40a457145bd6ab9b14896a3f1b,2018-06-09 14:44:27.765000+00:00,2018-06-09 14:45:27.765000+00:00,
b095dfb5-cc57-4da5-b50b-535929ddc6a4,frequently,sneakers,casual_wear,free_ground_shipping,0.0,fc7911dafca7e9b31b315382334190f074e03a916638e23bee9567e1baff2e47,2018-02-16 18:43:48.735000+00:00,2018-02-22 10:28:48.735000+00:00,
3df19a44-06f3-4f38-bb57-be2ae62213b6,sometimes,sneakers,casual_wear,free_ground_shipping,0.0,7560afbc16e958edf3de6ea4251b447acf102a270187cd147a983a56b764ed9f,2016-12-06 15:02:58.625000+00:00,,
f23e889b-08d0-4d89-8fa7-81fa339a5da8,rarely,sneakers,fitness,express_overnight,0.0,7f13b0a006a723ae915055c40a2568272a94bd6bac15a09352f390d250045c70,2017-12-13 02:08:46.773000+00:00,,
633d5b42-dc60-4f9e-aa63-962c4baa8b5e,rarely,sneakers,fitness,free_ground_shipping,0.0,3968a5f763a4fc730dfeff4b05d41fb09368ef335e2df4f4391bc5c8d004eae6,2023-07-24 14:19:43.012000+00:00,2023-07-24 14:25:43.012000+00:00,
6b5ad1ae-7a2a-40c4-bc79-d21d7ea44830,rarely,sneakers,casual_wear,free_ground_shipping,1.0,05f5c904f8ab3770556be5c4e6f8a6c377282b369c8879624635a7ad5be18680,2021-07-27 02:37:17.999000+00:00,,
576c77fc-e271-4aa7-9981-ff5447b80dc8,frequently,sneakers,casual_wear,free_ground_shipping,0.0,7f6f50f5c318a8aa73d8391f3ba6373d120c9a7d517d5bf1deb1683f3b2d01b7,2018-02-27 20:14:46.087000+00:00,,
e9752442-7ac9-4a1a-beda-cfeb7254227e,rarely,sneakers,casual_wear,free_ground_shipping,0.0,94d266cbf69e29ff4b8a6663345c45e2afd16ba4253de151ff627c8c67ac29d5,2020-08-08 09:45:35.572000+00:00,2020-08-20 17:53:35.572000+00:00,2020-09-04 17:04:35.572000+00:00
68998e21-f66f-4274-8251-cb605c06a248,rarely,sandals,casual_wear,free_ground_shipping,1.0,3da1f391f163790207e48bf5e0fa74be4da27d9b22a049a5db16b228abc0c7bf,2019-12-16 15:58:02.001000+00:00,2019-12-17 13:14:02.001000+00:00,2019-12-19 12:24:02.001000+00:00
9f10306f-e87b-46c9-a923-b3d3de4530dc,sometimes,boots,casual_wear,free_ground_shipping,0.0,112dd1df00575fdc75b0e74253d6b7930f5fccb0f420e5cd2fcfd4b3ac440183,2018-02-03 04:52:03.810000+00:00,,
eddd6933-3b0a-4b2b-8678-cd0086b25321,frequently,sneakers,casual_wear,free_ground_shipping,1.0,158dcc8b1b86b0841baf4489a3100bb9b8d2077e79d8448e8d206d8bb7dc95f3,2021-11-11 21:13:13.866000+00:00,2021-11-11 21:18:13.866000+00:00,
d344d78d-1050-4b0b-b516-d5b2b7fba59b,frequently,sneakers,casual_wear,free_ground_shipping,1.0,f702bf37fa6315c45517899bb1add3a0e65056f4d5631fb16d2922379ab4bd1d,2018-11-04 02:51:17.581000+00:00,,
00eba8e3-1282-4c4a-8d90-c56e1ebe9fd8,rarely,boots,fitness,free_ground_shipping,0.0,430c72982dd401a92bfa8c48c81428e70d3fdccacd3b5e42078fe4e334894bcd,2018-10-16 19:55:29.597000+00:00,,
04f96163-38fb-4cd5-992d-8601bae776e0,sometimes,sneakers,casual_wear,express_overnight,1.0,789805ade21c350609664e8e846cfb50d7875897880e1dd33573e9935a247c17,2017-04-25 17:54:26.560000+00:00,,
e08407d1-3bac-4b18-bd02-8a38b611bd07,rarely,boots,casual_wear,free_ground_shipping,0.0,d9ad0c68bdd2fe0ec2198d31bd5ede41c5137a3b69bb4a40939a2a7f90385ce1,2016-10-28 00:13:03.169000+00:00,,
fbf6d139-3034-4b8d-a191-4f6b65b3ba04,rarely,sandals,casual_wear,free_ground_shipping,1.0,10669d8d9b3084190492f19b6cb25de6d51c43ffe92242208b2525488d7dd7dd,2019-10-20 09:15:04.469000+00:00,2019-10-21 13:32:04.469000+00:00,2019-11-11 20:35:04.469000+00:00
51360d91-4256-4471-8971-1c146ec45ce2,frequently,sneakers,casual_wear,doesnt_matter,1.0,37b7375b8d6ee3a5da9916063c4b5aa214f13479f40141b0b4114dc5079be3a1,2016-09-15 13:26:22.952000+00:00,,
45fd32a4-9d3e-4cf4-983f-5242a6bed8a0,frequently,sneakers,casual_wear,free_ground_shipping,0.0,e092ae84bb09045330e7cd919331d18ee7d1e92513fc6d1c6cf39bb86256080c,2018-10-08 20:34:35.926000+00:00,2018-10-09 01:12:35.926000+00:00,2018-10-12 14:34:35.926000+00:00
f26221e1-cce6-471d-8e6c-d9d303e17c2d,sometimes,sneakers,casual_wear,free_ground_shipping,1.0,86777e1b783938c51a56b4256cd884ab2baa7e55b940ad31de4ba3345cf83ed2,2018-05-03 19:18:04.318000+00:00,2018-05-06 07:05:04.318000+00:00,2018-05-12 02:47:04.318000+00:00
a85b647f-9fb9-47bf-9a38-c7ac6d8973a9,rarely,sneakers,casual_wear,express_overnight,0.0,a2bfc5c06c39903817ae42c31dd571f5b78a06633088de0e152011c4b0f6bc5e,2018-06-26 12:56:07.316000+00:00,,
db08e24c-fa5b-4d3a-bc61-6fe49a1d3e22,rarely,sneakers,casual_wear,free_ground_shipping,0.0,655332541340b9850c40fc4dd38e3d7eb5598af2b2327669317822a159c7b638,2019-01-03 21:27:04.509000+00:00,2019-01-03 21:29:04.509000+00:00,2019-01-06 21:07:04.509000+00:00
c13c60bf-8a23-4194-a739-62a26321dd30,rarely,sneakers,casual_wear,express_overnight,1.0,de198dda801b9c37ccfafb2bd816abec27cbdbe719e2f5226340535949adc5d0,2021-08-03 22:13:09.695000+00:00,,
f176c4cd-33fe-403e-879d-29bd37aa47b7,rarely,sneakers,casual_wear,free_ground_shipping,1.0,8d047d0d69b7d13644b69a2774deae6fd3f03de2a071b79474abaa8ab5ec7875,2020-06-24 18:38:53.423000+00:00,2020-08-06 21:25:53.423000+00:00,
fb1d8754-f19d-4b75-a5b0-64509ab87d47,sometimes,sneakers,casual_wear,doesnt_matter,1.0,a88f465ce19e5f850edeaa18b546ec191ef2202e3c417f503fa7cef60beec63f,2018-11-16 00:11:09.176000+00:00,,
8866abfa-619c-4cac-a307-47a95f37b587,frequently,boots,casual_wear,doesnt_matter,0.0,cf5515bc3fd5e1b9e80dc2fed95bf21dfcd9bdbe47ecbb0435db0b138156e6f5,2019-04-05 15:45:32.183000+00:00,2019-04-05 16:53:32.183000+00:00,
c327527d-c4b2-4a44-b65b-42fa3794f9a9,sometimes,boots,casual_wear,express_overnight,1.0,74ea03dd3c944eb6c0242357e473bb9cde7ea1afd406bfc09646d1aefb68139d,2018-06-02 10:19:23.514000+00:00,,
5d74ce40-1594-40e1-8722-7537491b0248,sometimes,sandals,casual_wear,doesnt_matter,1.0,45b562375a6768ee3d58354575981fdda49ccf5b85f7c12067a3beff976c1284,2016-12-25 06:40:29.972000+00:00,,
1917c9c6-8947-4535-8bbe-4e37bc44c651,sometimes,boots,casual_wear,free_ground_shipping,0.0,5a2593d84f4f78d725c820d42b8c480e69a60c545f20fdfb08c5408e2ce98ddf,2021-10-11 17:17:44.952000+00:00,2021-10-14 12:20:44.952000+00:00,
afd74229-7f9e-4711-8dcd-5feee948e060,frequently,sneakers,casual_wear,free_ground_shipping,0.0,b15cf879ed65d69babc53d9cc5fe79c9e800f1a705fe1f4e4cd3517bece32282,2019-03-31 15:38:35.495000+00:00,2019-03-31 15:40:35.495000+00:00,
94846b26-26b9-44d1-bcd0-0c2acb9578b0,frequently,boots,casual_wear,doesnt_matter,0.0,edffe48deb41f916e502b03e37e2dd46c86dac9391313d9536bc0b44b1af5d1d,2021-07-20 17:58:18.998000+00:00,,
80176f41-8ec9-46a0-a1d7-9125cf55db25,sometimes,sneakers,casual_wear,free_ground_shipping,0.0,9a262405bdb0ed7f9cbdf2dcfafcc03f27f4c93c79f640cb85a915c6e9f6dad4,2017-03-26 15:22:46.100000+00:00,,
21f7cef0-c545-4a9c-b636-db16e5e18367,frequently,sneakers,casual_wear,doesnt_matter,1.0,6701dfd9edd7b0c10e3e261750be4819c03e5da6ea76d468929a6c1de146a0bd,2018-07-20 14:37:03.341000+00:00,2018-07-24 23:01:03.341000+00:00,2018-07-30 08:07:03.341000+00:00
1aab7318-61fd-4eef-b9c2-e9b8e2f27f96,rarely,sandals,casual_wear,free_ground_shipping,1.0,e33a64347cb269808763f24e27c0942f29e20b5b5b7bf3f546052260df6d60dc,2017-08-23 18:33:13.343000+00:00,,
0b815b70-802a-49de-a31c-0e8350a6f86c,frequently,boots,casual_wear,free_ground_shipping,1.0,c6f3be785ac3638cd2b5c33e6460aedd58ad0c9b83c4d548f5543fdfd092b3f4,2016-07-03 14:25:44.585000+00:00,2016-07-05 23:24:44.585000+00:00,2016-07-16 00:34:44.585000+00:00
f77ea710-cbb2-445a-8438-fe2347b4a3ab,rarely,sneakers,casual_wear,doesnt_matter,0.0,05f0bffb0a5d69e96cb598e2f1f6ad5216691a1bd94fd2dbb7390011bba519ce,2019-09-16 21:08:00.823000+00:00,2019-09-17 00:09:00.823000+00:00,
97f34b96-e3c3-435e-9480-94d93ad5a80f,sometimes,sneakers,casual_wear,doesnt_matter,0.0,770a1925aa32956f819d27e071cbe87f02a62705574600c708c4cbe96806c279,2016-11-15 16:42:40.102000+00:00,2016-11-16 11:13:40.102000+00:00,2016-11-25 22:08:40.102000+00:00
4ae53340-2669-4df6-a561-8fc9dd534713,frequently,sneakers,casual_wear,free_ground_shipping,0.0,353d3b29f4e3bde66e7ab5e6a4f55443462e1355e4309f846908d04e957b28aa,2018-04-14 23:57:38.616000+00:00,2018-04-15 08:04:38.616000+00:00,2018-05-01 17:38:38.616000+00:00
8c6fdb3e-730f-491f-90f1-ba736d45ec2b,sometimes,sneakers,casual_wear,express_overnight,1.0,406b8abe241f437c71c86b6caf208168f7a90ee723003edeeb7b20912b15d34b,2021-07-04 18:40:23.162000+00:00,2021-07-09 03:16:23.162000+00:00,2021-07-15 19:21:23.162000+00:00
647c4d8d-ff9a-450b-b960-370d924c7e90,rarely,sneakers,casual_wear,express_overnight,1.0,0a1a5d7ec9386a4a207fb4fafce6122b1ab50396f00e69398c7e72ca53692157,2017-10-08 04:29:24.931000+00:00,,
40d180c3-cc29-4a27-b983-4e8b3107f76d,frequently,boots,casual_wear,free_ground_shipping,1.0,96db584c064ad41c57248288898cf87f43fe23a3c3932b418feef9a00316df88,2017-09-04 03:15:22.901000+00:00,,
aa3c72ad-6f26-4d4b-ba6d-72ef6a5d59fc,frequently,sneakers,casual_wear,free_ground_shipping,0.0,9964fe75e5e683e386cb331ca31ddd122833ebb8ca45a094acd663b7bee4e099,2016-08-29 18:35:42.011000+00:00,2016-09-02 18:46:42.011000+00:00,
e4ffd404-4328-4c8c-8acc-44fe9815cd52,frequently,sneakers,casual_wear,free_ground_shipping,0.0,364213270f82f9fbaba31a8ad3fbefbba6c22260b066b0f299984f3c25b203c1,2019-12-21 20:41:30.526000+00:00,2019-12-24 23:53:30.526000+00:00,2020-01-13 19:38:30.526000+00:00
a4a74c83-e8ce-4a97-a047-551738059afa,rarely,sneakers,casual_wear,free_ground_shipping,0.0,4695c4b534fad20e767c66c4c9eb30f3db8a283dc70de797e8b5ad806a54b9a1,2016-09-20 02:39:07.873000+00:00,2016-09-20 11:21:07.873000+00:00,2016-09-27 18:00:07.873000+00:00
5d7a49e2-b399-479c-8892-ad9a27af71cd,rarely,sneakers,casual_wear,free_ground_shipping,1.0,844be35a2a5e969f145e9b8d47aa83a4570964b519e21a58f15d9efbc0047148,2019-03-24 19:55:01.419000+00:00,2019-03-27 20:11:01.419000+00:00,2019-05-22 10:41:01.419000+00:00
2d88a75a-80a4-4def-bf99-e50dd0d0fa96,rarely,flats,casual_wear,express_overnight,1.0,28f6a2f23f4f278317e555afdf58b7549d646aa4e7a41b889241ed104bd22d7b,2018-03-07 21:36:41.922000+00:00,,
70203144-00bc-4536-ab4f-f06526fe01c2,frequently,sneakers,casual_wear,free_ground_shipping,0.0,dd7c4c7620c93842248a1292c6ffedf1afb4c6bd2b7264e955cd076abac545ad,2019-11-10 15:30:17.078000+00:00,2019-11-10 15:35:17.078000+00:00,2019-11-13 23:56:17.078000+00:00
e64be089-9c78-4b8f-a4e7-350da7e59724,rarely,sneakers,casual_wear,doesnt_matter,0.0,815f092953db2438fda8f0513e3eaf15a48eb253b9a3e70ea6e740483f501e1b,2018-12-11 00:14:12.134000+00:00,,
1aa52aab-2dcc-4321-8b5d-329eb9fd0a4e,rarely,sneakers,casual_wear,free_ground_shipping,0.0,3c472dcd2daeb048f3ef369b27306a37137a6105a75b7d5f4377a8469b4707ef,2016-12-12 15:01:39.895000+00:00,,
7bfbc7ce-5088-4dd3-bf4f-d5c6cf9c9746,rarely,sneakers,casual_wear,doesnt_matter,0.0,7963f7be0da33daa43b0ed4fcb039e98b74b9b1ade06d364addd5692f1eaec14,2020-04-15 06:00:38.210000+00:00,2020-04-27 09:58:38.210000+00:00,
e7f51f43-f74e-4105-a0ba-9e3140092fbc,frequently,sneakers,casual_wear,free_ground_shipping,0.0,5b7cbf3d219c7073391bf23f7d192a58c5e69b7e5d68dbff58d7a1275be7de70,2017-02-26 17:47:08.725000+00:00,,
5f5d3e74-30d9-46f3-864b-06de89d138c9,sometimes,sneakers,casual_wear,doesnt_matter,1.0,715e2fbaa7edb643c371c4aba801b54748feead4b4600dc5bfad2d06269f92d0,2016-09-12 12:33:13.650000+00:00,,
ee631532-7bde-481a-a127-91a024d3e54c,frequently,sneakers,casual_wear,doesnt_matter,0.0,e21395ddf1b88ee79ad8fc6e385da9fbfdf16fd7b1d4df65f4ebdf19c2ef640d,2017-06-02 17:38:12.868000+00:00,,
33b63117-ec89-4275-b860-8e85219144ee,frequently,boots,casual_wear,free_ground_shipping,0.0,cbc1df1969d0ad5f5e7e406fddfd78c75fb91139849301f71ba8dcd115a27fde,2016-12-02 19:27:27.329000+00:00,2016-12-03 01:29:27.329000+00:00,2016-12-04 09:07:27.329000+00:00
61888daa-41ea-445d-8533-a9a149062b2d,frequently,sneakers,casual_wear,free_ground_shipping,0.0,5159ac1f0be37257569f3f11d13cf91d069b82fb04609ed24a280bff9a3c10c7,2022-01-13 20:49:16.698000+00:00,2022-01-13 20:58:16.698000+00:00,2022-01-19 07:40:16.698000+00:00
a01fee67-6324-4e07-a4ca-b814c7848a03,sometimes,sneakers,casual_wear,doesnt_matter,1.0,c4a23d9b577950770a870e70d9b278588597ec63b7fb3ea14c66aedbd719c536,2017-10-25 02:19:14.316000+00:00,,
7475aaf5-4eeb-40e0-a2f1-c069cd649199,sometimes,sneakers,casual_wear,free_ground_shipping,1.0,eef450a5f2b23e31b53557eaac790bba8e6717412cb1dadb1b6a6b8ae9421743,2022-04-12 18:42:23.792000+00:00,2022-04-23 07:01:23.792000+00:00,2022-05-28 05:23:23.792000+00:00
7135445d-4740-4928-a341-88025d083e6a,frequently,sneakers,casual_wear,free_ground_shipping,1.0,5962a3d33ebf7a897cd28b1ccb7f43d19413573ef446d61e297856a1eeeef69f,2023-01-26 16:50:45.381000+00:00,2023-01-26 20:54:45.381000+00:00,
d924bd91-e01e-450e-9c06-36e2fff53937,rarely,boots,fitness,free_ground_shipping,0.0,cb530413fcc8b1393439a0204cc1a086084ba1eee9f3abd902355f07b43356f3,2017-04-18 01:03:13.261000+00:00,2017-04-18 17:52:13.261000+00:00,2017-04-25 20:16:13.261000+00:00
a0b0f765-61f3-4a17-a40b-3795cbf4d81c,sometimes,sneakers,casual_wear,free_ground_shipping,1.0,b615f434c7306835bc79232cd17a87a54feca18bdec32086e038816fcb3a2760,2018-11-18 01:59:32.055000+00:00,2018-11-20 21:34:32.055000+00:00,2018-12-12 05:11:32.055000+00:00
465e2620-562a-4045-af70-a5a19817a5d4,rarely,boots,casual_wear,free_ground_shipping,1.0,e180b0655160bba00d2eadae4c798b3ebc786608be0a7b8d1994836056c37ea7,2019-11-24 18:38:10.242000+00:00,2020-04-17 22:57:10.242000+00:00,2019-12-31 18:50:10.242000+00:00
c82830c4-61ce-433f-949d-8a8b5ae74156,frequently,sneakers,casual_wear,free_ground_shipping,0.0,65c632a2acdb455ba886512b3b58abc69ca3eb47532cd00645b72570b1380ecc,2020-06-29 17:52:34.133000+00:00,2020-06-29 17:58:34.133000+00:00,
42fc9d74-b898-4124-8813-6fb2889b0ee1,sometimes,sneakers,casual_wear,doesnt_matter,1.0,fa44c82da23faf354908711a743dcf594ecdb44c8aef8c45d8b54c459b57d906,2024-02-07 17:54:58.717000+00:00,,
7e41d3c7-c362-43e4-8a71-66220ddd112f,sometimes,sandals,casual_wear,doesnt_matter,1.0,e7962fb486c6738cc9fb727060983251f7b369e6ca3d43b4726f4d0e4c460ae0,2021-07-02 18:19:41.086000+00:00,,
1b697963-8f01-42ba-b6b9-cd3504d6eb73,rarely,sneakers,casual_wear,express_overnight,1.0,003bab98c2cd91dc11aa4903b34555e06eaf7e872790c89b85546e08fe380b0c,2016-11-18 13:09:02.388000+00:00,,
8b07963e-a1bb-4676-b831-c7d8ad0ac9ac,rarely,sneakers,casual_wear,doesnt_matter,1.0,4de9a7e5437dcf92cd5cdf0c09fbaf1ea9143aaa4f9267f0ed6acbcefaf8539f,2018-06-06 23:24:15.996000+00:00,,
6476ac06-244a-445d-a067-453cae8cddf2,sometimes,boots,casual_wear,doesnt_matter,0.0,226d77834d3497b1459f86793e721cca78a449610d417e651791f628f9ec0e0b,2017-01-24 00:52:28.844000+00:00,,
ca9a4db9-7603-416f-b462-9259de61b714,sometimes,sneakers,casual_wear,free_ground_shipping,1.0,170dee56a5aaa38d9f83f59fb3cf30e2fda3cc32b46591de6afcd271d21948cf,2018-06-05 13:22:07.390000+00:00,,
813d17d5-4224-4cde-92d0-393b46492292,rarely,sneakers,casual_wear,free_ground_shipping,0.0,c609037ca88f10ef6decf30833e23770b9e39e78d51b5f8e6856d74f65a8d02e,2019-04-14 23:36:48.562000+00:00,2019-04-17 09:17:48.562000+00:00,2019-04-18 23:02:48.562000+00:00
74dc6340-aa41-453a-b8ef-d899d1dcab39,frequently,sneakers,casual_wear,free_ground_shipping,1.0,f5330601dc7160789a6472b457ac1c320120e1c1584f5bd846a4d5a92d40ea1a,2018-02-11 02:58:50.796000+00:00,,
8f35680a-cc7b-4ee1-8351-64a21252e0e3,sometimes,sneakers,casual_wear,doesnt_matter,1.0,899bd100df2c33bd866652e5a3459d47ee3a2fa6e94a66d8cf9128f4c2be6b61,2017-04-06 15:07:00.122000+00:00,,
932a4472-4461-480c-98d4-fc08129deaa2,frequently,boots,casual_wear,express_overnight,1.0,dce71021721b7fa4a863a1cf09fb4bf8475746c8fd3c44e78776eeda5ce6c421,2019-11-17 16:44:38.265000+00:00,2019-11-18 06:30:38.265000+00:00,2019-12-02 10:48:38.265000+00:00
08edbbed-0a99-4a9c-8a92-3893e8dcebe4,frequently,boots,fitness,free_ground_shipping,0.0,a110ac3cadc0fa3c5c93c8d6f68d77e795ba385a5a0c4eeb80c2cc0f5e183b2a,2022-01-20 20:18:45.989000+00:00,2022-01-20 20:19:45.989000+00:00,
7fccf570-514c-481c-80b6-3078fd46c78d,frequently,sneakers,casual_wear,free_ground_shipping,0.0,e8bf329a86b78264310235b08b4633eca14613975308362a532cf00a1357c9e9,2017-11-17 20:16:49.637000+00:00,2017-11-18 02:12:49.637000+00:00,2017-11-20 13:44:49.637000+00:00
a0525e5d-7ade-4a15-8d1d-e3657d17be31,sometimes,sneakers,casual_wear,express_overnight,0.0,93c519f9d3a2216e033b00959400e283e1c17346e4f4acea49942d6ed838c4e6,2018-07-08 18:19:47.020000+00:00,,
4dc5f345-c862-4c91-8d32-a18dcc477052,frequently,boots,casual_wear,free_ground_shipping,1.0,1d3b8e1b9fa6e8869563a82263a217df77dfc2b5e9b15594cd874b84cfa6dfb8,2018-08-11 11:32:34.464000+00:00,,
b4b85b3b-4978-48a9-84e4-a512ce2c0eb2,frequently,sneakers,casual_wear,free_ground_shipping,1.0,06e3298bf7be28834c2d2c2ad127cdbe294055a718fcf60dd31b014d10ed57ae,2021-11-02 16:53:25.050000+00:00,2021-11-02 17:05:25.050000+00:00,
76e52790-cef0-4170-a1a5-6d2a039869e1,sometimes,sneakers,casual_wear,express_overnight,0.0,de99418e2b783923a3185d33832882222121a558b6583ff54d06d57c87d9e28e,2017-01-08 20:28:36.890000+00:00,2017-01-09 16:23:36.890000+00:00,2017-01-15 00:07:36.890000+00:00
93728876-6bd1-40ac-8707-a67ce09cab50,rarely,boots,casual_wear,free_ground_shipping,0.0,fe4ecc7b4208c7e1ebac99ec4735abae03f218a5e05a637cabedd493d2151867,2018-06-18 15:27:24.668000+00:00,2018-06-18 15:32:24.668000+00:00,
34996da4-15c4-4e69-855b-c531d4d841c1,frequently,sneakers,casual_wear,free_ground_shipping,0.0,98af4312248fddb788b7c672d6d9da36b10c9421e455d782f7ab5e711e12d84d,2017-05-24 19:25:12.042000+00:00,,
8e45f893-1897-4772-8ed9-e9a5399533eb,sometimes,sneakers,casual_wear,free_ground_shipping,0.0,78e468494e182320c50303de215c600d6c5f420534ab0b0b714c5eb3330be0f9,2020-12-17 15:48:26.347000+00:00,2020-12-24 05:04:26.347000+00:00,2020-12-25 00:16:26.347000+00:00
e746d710-0551-4d03-9553-eb61206e35cb,sometimes,sneakers,casual_wear,doesnt_matter,0.0,3edbd18096651f3846c61e65a36b9a0d177a0c17ec7e0f0b5b87282726e28385,2018-06-03 19:07:19.635000+00:00,2018-06-03 22:40:19.635000+00:00,
95b83977-bb9c-4bac-a4ba-43404001da91,sometimes,sneakers,casual_wear,free_ground_shipping,1.0,798ca8420942da86bb94d58deb46ff7a8e69d8cb8fb23a14059fde1e078a8ac7,2022-06-29 22:07:44.414000+00:00,2022-06-30 20:26:44.414000+00:00,2022-08-25 19:07:44.414000+00:00
58d02784-e7cd-42d2-a023-96e8ecbc6621,rarely,sandals,casual_wear,free_ground_shipping,1.0,386a1fb5a0111aff58dcc7f768274334af94d2a3c78561ca685d16e14cd1fb93,2018-08-27 02:17:44.380000+00:00,,
